0.000000000000000000e+00 3.175000000000000044e-01 0.000000000000000000e+00
0.000000000000000000e+00 2.983524070995259292e-01 1.085913955058998154e-01
0.000000000000000000e+00 2.432191106902755195e-01 2.040850660754762180e-01
0.000000000000000000e+00 1.587500000000000300e-01 2.749630657015592616e-01
0.000000000000000000e+00 5.513329640925040964e-02 3.126764615813760750e-01
0.000000000000000000e+00 -5.513329640925037495e-02 3.126764615813760750e-01
0.000000000000000000e+00 -1.587499999999999190e-01 2.749630657015593171e-01
0.000000000000000000e+00 -2.432191106902754918e-01 2.040850660754762735e-01
0.000000000000000000e+00 -2.983524070995258737e-01 1.085913955058998709e-01
0.000000000000000000e+00 -3.175000000000000044e-01 3.888125173386047573e-17
0.000000000000000000e+00 -2.983524070995259292e-01 -1.085913955058998015e-01
0.000000000000000000e+00 -2.432191106902755195e-01 -2.040850660754762180e-01
0.000000000000000000e+00 -1.587500000000001410e-01 -2.749630657015592061e-01
0.000000000000000000e+00 -5.513329640925038189e-02 -3.126764615813760750e-01
0.000000000000000000e+00 5.513329640925026393e-02 -3.126764615813760750e-01
0.000000000000000000e+00 1.587500000000000300e-01 -2.749630657015592616e-01
0.000000000000000000e+00 2.432191106902754640e-01 -2.040850660754763291e-01
0.000000000000000000e+00 2.983524070995258182e-01 -1.085913955059000513e-01
