0.000000000000000000e+00 -3.444875000000000020e-01 -4.524374999999999925e-02
0.000000000000000000e+00 -4.206874999999999920e-01 -6.667499999999999816e-02
0.000000000000000000e+00 -1.270000000000000018e-01 -1.381124999999999992e-01
0.000000000000000000e+00 -2.127249999999999974e-01 -9.842499999999999860e-02
0.000000000000000000e+00 -3.175000000000000044e-01 -1.277937499999999837e-01
0.000000000000000000e+00 -3.992562499999999792e-01 -1.595437499999999842e-01
0.000000000000000000e+00 -4.762500000000000067e-01 -1.785937499999999956e-01
0.000000000000000000e+00 -1.460499999999999854e-01 -2.603499999999999703e-01
0.000000000000000000e+00 -2.341562499999999825e-01 -2.238374999999999948e-01
0.000000000000000000e+00 -3.175000000000000044e-01 -2.047874999999999834e-01
0.000000000000000000e+00 -2.524124999999999841e-01 -3.206749999999999878e-01
0.000000000000000000e+00 -3.357562499999999783e-01 -2.825749999999999651e-01
0.000000000000000000e+00 -4.317999999999999616e-01 -3.095624999999999627e-01
0.000000000000000000e+00 -1.158874999999999905e-01 -3.841749999999999887e-01
0.000000000000000000e+00 -1.952625000000000055e-01 -4.445000000000000062e-01
0.000000000000000000e+00 -2.666999999999999926e-01 -4.365624999999999645e-01
0.000000000000000000e+00 -3.428999999999999826e-01 -3.817937499999999873e-01
0.000000000000000000e+00 -4.714875000000000038e-01 -4.048124999999999640e-01
